Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
10.0.0.22,10.0.0.27,16,2960,8,1480,8,1480,9.078455202,3.815210958,3103.367056,3103.367056
10.0.0.22,10.0.0.21,8,1480,4,740,4,740,9.429846233,2.888744861,2049.33294,2049.33294
10.0.0.22,10.0.0.18,8,1480,4,740,4,740,9.45198458,3.246979094,1823.233174,1823.233174
10.0.0.22,10.0.0.14,16,2960,8,1480,8,1480,12.14020072,0.558752869,21190.0478,21190.0478
10.0.0.23,10.0.0.12,16,2960,8,1480,8,1480,5.160390576,3.180260123,3722.965903,3722.965903
10.0.0.23,10.0.0.13,16,2960,8,1480,8,1480,5.904644756,5.405484896,2190.367789,2190.367789
10.0.0.23,10.0.0.16,16,2960,8,1480,8,1480,6.137179716,5.644861367,2097.482866,2097.482866
10.0.0.23,10.0.0.34,16,2960,8,1480,8,1480,6.137201352,0.253476408,46710.46151,46710.46151
10.0.0.23,10.0.0.19,8,1480,4,740,4,740,6.445352699,5.201377103,1138.160122,1138.160122
10.0.0.23,10.0.0.39,16,2960,8,1480,8,1480,6.563249211,3.847763718,3077.112023,3077.112023
10.0.0.23,10.0.0.43,16,2960,8,1480,8,1480,7.078503557,5.627366487,2104.003716,2104.003716
10.0.0.23,10.0.0.49,16,2960,8,1480,8,1480,7.371829074,3.42928734,3452.612402,3452.612402
10.0.0.23,10.0.0.48,16,2960,8,1480,8,1480,7.554087934,0.469946544,25194.35487,25194.35487
10.0.0.23,10.0.0.25,8,1480,4,740,4,740,7.636398066,4.584181469,1291.397393,1291.397393
10.0.0.23,10.0.0.15,16,2960,8,1480,8,1480,8.006990895,2.072062327,5714.11383,5714.11383
10.0.0.23,10.0.0.30,16,2960,8,1480,8,1480,8.896376336,3.834469659,3087.780333,3087.780333
10.0.0.23,10.0.0.27,16,2960,8,1480,8,1480,9.168846302,0.955432453,12392.29415,12392.29415
10.0.0.23,10.0.0.11,16,2960,8,1480,8,1480,9.368573157,2.89788804,4085.734106,4085.734106
10.0.0.23,10.0.0.46,16,2960,8,1480,8,1480,9.607445169,1.193582141,9919.719467,9919.719467
10.0.0.23,10.0.0.36,16,2960,8,1480,8,1480,10.11861146,2.206540205,5365.866424,5365.866424
10.0.0.23,10.0.0.33,16,2960,8,1480,8,1480,10.37276699,0.168225738,70381.6202,70381.6202
10.0.0.23,10.0.0.31,16,2960,8,1480,8,1480,11.19404017,0.346642873,34156.19048,34156.19048
10.0.0.23,10.0.0.35,16,2960,8,1480,8,1480,11.61210686,1.253311785,9446.970931,9446.970931
10.0.0.24,10.0.0.17,16,3162,8,1682,8,1480,4.993908573,4.201682397,3202.526685,2817.918843
10.0.0.24,10.0.0.29,16,2960,8,1480,8,1480,5.451188817,5.521668918,2144.279234,2144.279234
10.0.0.24,10.0.0.20,8,1480,4,740,4,740,5.457047943,4.990493771,1186.255363,1186.255363
10.0.0.24,10.0.0.45,16,2960,8,1480,8,1480,5.906026647,0.801392071,14774.29142,14774.29142
10.0.0.24,10.0.0.28,16,2960,8,1480,8,1480,6.110493533,4.962019001,2386.125486,2386.125486
10.0.0.24,10.0.0.14,16,2960,8,1480,8,1480,6.382606856,3.813932812,3104.407074,3104.407074
10.0.0.24,10.0.0.32,16,2960,8,1480,8,1480,6.445362519,5.115617988,2314.480876,2314.480876
10.0.0.24,10.0.0.37,16,2960,8,1480,8,1480,6.944724974,5.048147246,2345.414946,2345.414946
10.0.0.24,10.0.0.23,8,1480,4,740,4,740,7.614747569,0.615463129,9618.772792,9618.772792
10.0.0.24,10.0.0.41,16,2960,8,1480,8,1480,7.824964764,0.331729528,35691.72775,35691.72775
10.0.0.24,10.0.0.26,16,2960,8,1480,8,1480,8.007002645,1.692571098,6995.27483,6995.27483
10.0.0.24,10.0.0.43,16,2960,8,1480,8,1480,8.588196379,1.183109811,10007.52415,10007.52415
10.0.0.24,10.0.0.21,8,1480,4,740,4,740,8.63934016,1.131185547,5233.447347,5233.447347
10.0.0.24,10.0.0.46,16,2960,8,1480,8,1480,8.758710033,3.474153358,3408.024569,3408.024569
10.0.0.24,10.0.0.13,16,2960,8,1480,8,1480,8.764309054,2.305525317,5135.489041,5135.489041
10.0.0.24,10.0.0.47,16,2960,8,1480,8,1480,9.763519347,2.871725991,4122.956033,4122.956033
10.0.0.24,10.0.0.19,8,1480,4,740,4,740,10.58270042,1.476852533,4008.524797,4008.524797
10.0.0.24,10.0.0.16,16,2960,8,1480,8,1480,11.78258434,0.608430697,19459.89914,19459.89914
10.0.0.25,10.0.0.15,16,2960,8,1480,8,1480,5.160393491,5.650234842,2095.488122,2095.488122
10.0.0.25,10.0.0.40,16,2960,8,1480,8,1480,5.474200915,0.860040559,13766.7926,13766.7926
10.0.0.25,10.0.0.29,16,2960,8,1480,8,1480,5.545459845,6.725892877,1760.361073,1760.361073
10.0.0.25,10.0.0.32,16,2960,8,1480,8,1480,5.682256156,2.347463393,5043.742124,5043.742124
10.0.0.25,10.0.0.28,16,2960,8,1480,8,1480,6.110490267,4.061534593,2915.154292,2915.154292
10.0.0.25,10.0.0.48,16,2960,8,1480,8,1480,6.137167936,0.79958209,14807.73538,14807.73538
10.0.0.25,10.0.0.24,8,1480,4,740,4,740,6.391117479,5.700703694,1038.468287,1038.468287
10.0.0.25,10.0.0.26,16,2960,8,1480,8,1480,6.438436869,5.344601134,2215.319666,2215.319666
10.0.0.25,10.0.0.37,16,2960,8,1480,8,1480,6.578721577,3.120888843,3793.790999,3793.790999
10.0.0.25,10.0.0.22,8,1480,4,740,4,740,6.853825304,1.153252668,5133.307006,5133.307006
10.0.0.25,10.0.0.36,16,2960,8,1480,8,1480,7.329023658,0.408907439,28955.20812,28955.20812
10.0.0.25,10.0.0.47,16,2960,8,1480,8,1480,7.452411797,4.63190039,2556.186231,2556.186231
10.0.0.25,10.0.0.19,8,1480,4,740,4,740,7.824974998,0.438358015,13504.94299,13504.94299
10.0.0.25,10.0.0.38,16,2960,8,1480,8,1480,8.426695205,3.033295127,3903.345868,3903.345868
10.0.0.25,10.0.0.45,16,2960,8,1480,8,1480,8.758716083,3.581445197,3305.928012,3305.928012
10.0.0.25,10.0.0.31,16,2960,8,1480,8,1480,10.18506045,2.149497454,5508.264259,5508.264259
10.0.0.25,10.0.0.16,16,2960,8,1480,8,1480,10.6991555,0.182706989,64803.21341,64803.21341
10.0.0.25,10.0.0.39,16,2960,8,1480,8,1480,11.25260398,1.16311202,10179.587,10179.587
10.0.0.26,10.0.0.14,24,4506,12,2220,12,2286,5.002707898,4.862391502,3652.523659,3761.1122
10.0.0.26,10.0.0.30,8,1480,4,740,4,740,5.680660807,2.282630718,2593.498788,2593.498788
10.0.0.26,10.0.0.15,24,4440,12,2220,12,2220,5.835756198,2.157367526,8232.255184,8232.255184
10.0.0.26,10.0.0.45,24,4440,12,2220,12,2220,6.078555531,1.47849538,12012.21204,12012.21204
10.0.0.26,10.0.0.48,24,4440,12,2220,12,2220,6.07856964,5.786341483,3069.296904,3069.296904
10.0.0.26,10.0.0.18,16,2960,8,1480,8,1480,6.331588203,4.213871514,2809.767683,2809.767683
10.0.0.26,10.0.0.36,24,4440,12,2220,12,2220,6.57861263,1.417305822,12530.81708,12530.81708
10.0.0.26,10.0.0.44,24,4440,12,2220,12,2220,6.698117627,2.342883587,7580.402244,7580.402244
10.0.0.26,10.0.0.29,8,1480,4,740,4,740,7.078452768,1.558954762,3797.416156,3797.416156
10.0.0.26,10.0.0.28,8,1480,4,740,4,740,7.370968913,2.197994166,2693.364747,2693.364747
10.0.0.26,10.0.0.23,16,2960,8,1480,8,1480,7.895557562,3.3004842,3587.352425,3587.352425
10.0.0.26,10.0.0.17,24,4440,12,2220,12,2220,7.895560593,1.186365476,14970.09173,14970.09173
10.0.0.26,10.0.0.38,24,4440,12,2220,12,2220,8.913432079,0.994186721,17863.84753,17863.84753
10.0.0.26,10.0.0.21,16,2960,8,1480,8,1480,9.367355282,3.332042371,3553.376182,3553.376182
10.0.0.26,10.0.0.40,24,4440,12,2220,12,2220,9.367375515,1.551667099,11445.75406,11445.75406
10.0.0.26,10.0.0.32,8,1480,4,740,4,740,10.56126634,0.511198376,11580.63147,11580.63147
10.0.0.27,10.0.0.46,24,4440,12,2220,12,2220,5.416792052,6.810966925,2607.559278,2607.559278
10.0.0.27,10.0.0.28,8,1480,4,740,4,740,6.078548726,4.846440484,1221.515052,1221.515052
10.0.0.27,10.0.0.42,24,4440,12,2220,12,2220,6.30270837,0.510497949,34789.56191,34789.56191
10.0.0.27,10.0.0.30,8,1480,4,740,4,740,6.67549043,3.386649034,1748.040597,1748.040597
10.0.0.27,10.0.0.34,24,4440,12,2220,12,2220,7.005154288,3.831630696,4635.102234,4635.102234
10.0.0.27,10.0.0.21,16,2960,8,1480,8,1480,7.175805986,0.756806738,15644.68101,15644.68101
10.0.0.27,10.0.0.47,24,4440,12,2220,12,2220,7.327613777,2.132185274,8329.482534,8329.482534
10.0.0.27,10.0.0.10,24,4440,12,2220,12,2220,7.336353756,1.180263754,15047.48404,15047.48404
10.0.0.27,10.0.0.26,8,1480,4,740,4,740,7.874527203,2.877458358,2057.371216,2057.371216
10.0.0.27,10.0.0.24,16,2960,8,1480,8,1480,7.962292743,2.485466859,4763.692566,4763.692566
10.0.0.27,10.0.0.39,24,4440,12,2220,12,2220,8.15092421,0.152597,116384.9879,116384.9879
10.0.0.27,10.0.0.45,24,4440,12,2220,12,2220,8.209651208,2.871762556,6184.355306,6184.355306
